Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
"No thanks, I don't like discounts",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.kingsizedirect.com/products/easy-movement-two-button-jacket-by-ks-signature/1010750.html#ICID=HP%7CZ1%7CCTA1%7C3-14-2019&cgid=KS_Suiting&start=2
"NO, THANKS. I DON'T LIKE DISCOUNTS ",Popup,Misdirection,Confirmshaming,Product Page,No,"https://www.largodrive.com/spell-the-gypsy-amethyst-gown-blush,65746.html"
"NO THANKS, I DON'T WANT TO SAVE",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.lastcall.com/Karl-Lagerfeld-Paris-Nara-Pointy-Toe-Velvet-Ballet-Flats/prod47920076/p.prod
"No Thanks, I don't like free stuff.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.lizardjuice.com/blue-ice-e-liquid-15-ml
"No thanks, I don't like winning",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.luckytacklebox.com/products/bass-tournament-series
"No thanks, I will pay full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.marineshop.net/5-piece-wine-set-with-etched-ega-107841
I don't feel lucky,Wheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.merchoid.com/product/spider-man-white-spider-premium-hoodie/
"No Thanks, I Prefer Paying Full Price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.micromark.com/Xuron-Oval-Head-Micro-Shear-with-Lead-Retainer
"Yes, I Want To Save Money!No Thanks",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.morebeer.com/products/corny-keg-ball-lock-5-gal-4-pack.html?ref=1A
I'D RATHER PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.mottandbow.com/women/final-sale/high-rise-skinny-reade-dark-blue.html
No thanks. I prefer paying full price.,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.mtdparts.com/equipment/ProductDisplay?storeId=10101&productId=1929593&urlRequestType=Base&langId=-1&catalogId=19502
"No thanks, I'd rather pay more",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.murrayscheese.com/sea-salted-almonds-milk-chocolate
"No thanks, free stuff isn't for me.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.naturehills.com/cotoneaster-peking
"No Thanks, I'll Pay Full Price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.nectarsleep.com/mattress
No thanks. I don’t want deals.,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.net32.com/ec/house-brand-saliva-ejectors-clear-blue-wirereinforced-d-128110
"No Thanks, I prefer not to have a protection plan",Popup after adding to cart,Misdirection,Confirmshaming,Product Page,No,https://www.nfm.com/style-expressions-paragon-3-seat-leather-power-home-theater-seating-in-alfresco-fudge
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.nyxcosmetics.com/suede-matte-lipstick/NYX_630.html?cgid=best-sellers
"No thanks, I don't want a free gift.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.officesupply.com/office-supplies/healthcare-supplies/exam-room-supplies/examination-gloves/kimberly-clark-professional-purple-nitrile-exam-gloves-length-large-purple/p8456.html?q=
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.onceuponatee.net/products/100-cups-of-coffee-enamel-pin-1
I don't want a discount,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.pacificcoast.com/hotel-deluxe-baffle-box-mattress-topper/MV-67381.html?referralcat=sale#start=1
No thanks. I don't like free things...,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.petshop.co.uk/Go-Native-Chicken-Grain-Free-Dog-Food-4kg
"no thanks, I'll save money another day",,Misdirection,Confirmshaming,Product Page,No,https://www.primary.com/shop/sidewalk-sale/the-clearance-long-sleeve-polo-babysuit?color=slate-blue&ref=plp_pdp_47&size=0-3
"No thanks, I don't want discount",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.purpletrail.com/product/marble-photo-strip-mom-planner
"No thanks, I don't like exclusive offers",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.qmuniforms.com/carhartt-men-s-thermal-lined-duck-active-jacket#.XFTMzYVOkb0
"No Thanks, I don't want a discount",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.quadlockcase.com/collections/shop-drive/products/car-kit-all-samsung-devices
"No Thanks, I'd rather pay full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.quadlockcase.com/collections/shop-drive/products/car-kit-all-samsung-devices
"No thanks, I like full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.radioshack.com/products/helion-conquest-10mt-xlr-1-10-scale-2wd-rc-truck
"No thanks, I'm not interested in saving money.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.rkguns.com/springfield-m1a-scout-squad-308-win-7-62-nato-semi-automatic-18-rifle-flat-dark-earth-aa9120.html
"No Thanks, I'll let this offer sail away",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.saltlife.com/sale/metal-seas-slx-uvapor-long-sleeve-pocket-tee-slm6034.html
I Don't Like to Save Money,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.sandcloud.com/collections/towels/products/mandala-sea-turtle-towel
"No Thanks, I like paying full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.sharperimage.com/si/view/product/Energy+Restoring+Sheet+Set/205338?cm_mmc=alsobought-_-205338-_-null-_-null&rrec=true
"No Thanks, I prefer paying full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.soffe.com/ladies/sale/french-terry-throwback-crop-5357v.html
"[NO THANKS, I'LL JUST WALK]",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.solebicycles.com/products/the-shimmy-shimmy-ya
"No thanks, I don't like to save",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.swap.com/item/shorts-for-girls-babygap-3-mo-regular-green-pink-white-good-condition-spring-summer-cotton-0-1-yr/9614514906/?campaign=9284036387&utm_hpt=resort
"No thanks, I like paying full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.textualtees.com/products/mcdowells-tshirt?variant=9500391112751
"No thanks, I'll be the last to know.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.theshoemart.com/alden-mens-13781-chukka-boot-leather-sole-brown-chromexcel/
"No, I Don't Like Discounts",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.truereligion.com/mens-two-tone-logo-graphic-tee/101795.html?color=4342
"NO THANKS, I DON'T LIKE FREE STUFF",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.uksoccershop.com/p-110652/2018-2019-barcelona-nike-home-socks-navy.html
"No thanks, I don't like winning.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.universitycoop.com/Tommy-Bahama-Ladies-Texas-Longhorns-Winning-Streak-Full-Zip-Jacket
I don't want to save money,Wheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.vitalityextracts.com/collections/diffuser-jewelry/products/sacred-arrow-diffuser-bracelet
"No thanks, I don't like savings",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.wwbw.com/Selmer-Paris-Series-II-Model-51-Jubliee-Edition-Soprano-Saxophone-H73244-H73244006001007.wwbw?condition=used
"No thanks, I don't want to save up to 75%",Detail section for opt-out,Misdirection,Confirmshaming,Cart Page,No,https://www.justfab.co.uk/products/Mid-Rise-Skiiny-Jeans-With-Pocket-Stitching-SY1827461-4038?psrc=Seasonal_Shop_UK_-_Essential_Story_-_Template_1_-_1808
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Banner,Urgency,Countdown Timer,Product Page,No,https://www.nastygal.com/can-you-feel-the-lace-tonight-bodysuit/AGG85953-1.html?color=105
Your order is reserved for 09:45 minutes!,"Conversion pirate plugin, resets",Urgency,Countdown Timer,Checkout Process,Yes,https://adogadgets.com/collections/most-popular/products/quadcopter-wifi-hd-camera-drone
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Product detail,Urgency,Countdown Timer,Product Page,Yes,https://begears.com/products/audio-transmission-set-for-guitar-bass-violin?variant=15210532077611
Your order is reserved for 08:48 minutes!,"Counter simply ends and says ""hurry up""",Urgency,Countdown Timer,Cart Page,Yes,https://briogeohair.com/collections/farewell-frizz/products/farewell-frizz-smoothing-shampoo
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Popup,Urgency,Countdown Timer,Product Page,Yes,https://bumpboxes.com/
00DAYS02HRS14MINS1211SEC,Product detail. Hurrify plugin.,Urgency,Countdown Timer,Product Page,Yes,https://casettetomp3.com/products/mini-usb-audio-cassette-tape-converter-to-mp3-cd-player-pc?variant=2859265032202&utm_source=fomo&utm_medium=notification
"Due To HIGH Demand, Cart Expires In: 08:41",Resets,Urgency,Countdown Timer,Cart Page,Yes,https://commonpanda.com/products/colorwax
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,Product detail,Urgency,Countdown Timer,Product Page,No,https://desirewear.co/products/active-leggings
Cart will expire in 04:53 minutes!,Above contact information. Resets,Urgency,Countdown Timer,Cart Page,Yes,https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36
Your order is reserved for 09:35 minutes!,"Conversion pirate plugin, resets",Urgency,Countdown Timer,Checkout Process,Yes,https://electricfireplacesdepot.com/collections/electric-fireboxe-inserts/products/dimplex-revillusion-36-inch-built-in-electric-fireplace-firebox-heater-rbf36
00DAYS00HOURS14MINUTES21SECONDS,Resets on each load but unclear what the purpose is. Hurrify.,Urgency,Countdown Timer,Product Page,No,https://faradayscienceshop.com/collections/frontpage/products/air-swimmer-the-remote-controlled-fish-blimp
Your order is reserved for 09:14 minutes! ,Resets on reload.,Urgency,Countdown Timer,Checkout Process,Yes,https://fitstarapparel.com/products/cyborg
0 DAYS22 HOURS13 MINUTES21 SECONDS ,Resets on each load but unclear what the purpose is,Urgency,Countdown Timer,Product Page,Yes,https://forwardrevive.com/collections/bags/products/forwardrevive-spade-drawstring-bag
Today's sale ends in: 00hours:57min:19sec,Product detail,Urgency,Countdown Timer,Product Page,Yes,https://foxstark.com/collections/hotbabyitems/products/viking-baby-hat
Hurry up! Sale Ends in,Product detail,Urgency,Countdown Timer,Product Page,No,https://furnod.com/collections/featured-products/products/janet-couture-bleached-knots-18-inches-glueless-full-lace
Your cart is reserved for 09:35 minutes.,Resets on reload.,Urgency,Countdown Timer,Checkout Process,Yes,https://fuzz.online/products/fg-grater
0 Days 2 Hours 57 Minutes 53 Seconds,Product detail section. Randomized and resets.,Urgency,Countdown Timer,Product Page,Yes,https://ghibli.store/collections/ghibli/products/spirited-away-kaonashi-music-box
Your order is reserved for 09:54 minutes!,Resets on load,Urgency,Countdown Timer,Product Page,Yes,https://ghibli.store/collections/ghibli/products/spirited-away-kaonashi-music-box
Your cart is reserved for 14:57 minutes!,Top of cart page. Resets.,Urgency,Countdown Timer,Cart Page,Yes,https://hygoshop.com/products/anti-snoring-device
Your order is reserved for 09:57 minutes!,Resets on reload.,Urgency,Countdown Timer,Checkout Process,Yes,https://ikigaisoul.com/products/ahi-hoodie
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Below add to cart button. Hurrify.,Urgency,Countdown Timer,Product Page,Yes,https://ikigaisoul.com/products/ahi-hoodie
Activate within 0:30:00,Top of page. Resets when ends.,Urgency,Countdown Timer,Product Page,Yes,https://knockaround.com/collections/best-selling-sunglasses/products/matte-black-on-black-smoke-premiums
00DAYS07HOURS09MINUTES39SECONDS,Product detail. Hurrify,Urgency,Countdown Timer,Product Page,Yes,https://lilyvanity.com/collections/makeup/products/lilyvanity-waterproof-lipstick-pen?variant=936738193415
FREE NECKLACE FOR MOM 01Days 01Hrs 35Mins 02Secs,Header of page,Urgency,Countdown Timer,Product Page,No,https://marleylilly.com/product/monogrammed-duck-boots
Hurry up! Discount Ends in DAYS HRS MINS SECS,Product detail page,Urgency,Countdown Timer,Product Page,No,https://mrosy.com/products/patchwork-open-back-one-piece-swimwear?variant=21949528932416
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Product detail,Urgency,Countdown Timer,Product Page,No,https://nohowstyle.com/products/009-sneaker-in-black-and-white
Your order is reserved for 09:56 minutes!,Resets on page load,Urgency,Countdown Timer,Checkout Process,Yes,https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986
Cart will expire in 08:19 minutes!,Does not expire,Urgency,Countdown Timer,Cart Page,Yes,https://printfads.com/collections/jewelry/products/firefighters-mom-necklace?variant=21408203505744
SAVE $200 OFF PUFFY,Sticky footer,Urgency,Countdown Timer,Product Page,No,https://puffy.com/products/puffy-mattress
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Product detail. Resets. Hurrify.,Urgency,Countdown Timer,Product Page,Yes,https://raenwear.com/collections/family-collection/products/unisex-mickey-mouse-inspired-3-piece-outfit
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Product detail. Resets. Hurrify.,Urgency,Countdown Timer,Product Page,Yes,https://rednecknationstrong.com/products/mudweiser-rnss-54
01 Hours 37 Minutes 48 Seconds 1/10s,Resets. Hurrify.,Urgency,Countdown Timer,Product Page,Yes,https://rosymerry.com/collections/newest-products/products/vintage-plain-crew-neck-long-sleeve-plus-size-blouse
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Product detail,Urgency,Countdown Timer,Product Page,Yes,https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired
00Days17Hours12Mins13Secs,Product detail. Resets.,Urgency,Countdown Timer,Product Page,Yes,https://screenguards.co.in/brand/vaku/vaku-r-electronic-muscle-abs-ems-stimulator1
Your order is reserved for 29:52 minutes!,Cart page. JS resets on reload. Popular countdown library (spanish).,Urgency,Countdown Timer,Cart Page,Yes,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
Hurry! This special sale ends in 2h 42m 0s,Product detail,Urgency,Countdown Timer,Product Page,Yes,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Popup,Urgency,Countdown Timer,Product Page,No,https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004
